Unnamed: 0,reviews
3924,"
Ultimate fingerprint sensor battery backup 9 hours with gaming play.
"
3925,"




                    The media could not be loaded.
                



 Nice productGood betaryBetar camera
"
3926,"
Like
"
3927,"
its good quality
"
3928,"
Performance is good..but display quality is very poor...low quality amoled panel
"
3929,
3930,"
Very good
"
3931,"
Camera improvement
"
3932,"
chager missing
"
3933,"
Please don't buy this product. And there is you tube lag issue ,even it was reported across all channels. Had connected with redmi support team and their resolution steps didn't work out.It look like, wasted money by purchasing this product. Very surprised, RAM -8 GB and company declared as this is gaming mobile. This mobile performance is so bad, I couldn't imagine this experience. Hello Amazon, if possible, please ban this particular products from your bucket. If possible, please convey the same to redmi company.
"
3934,"
NOT DISLIKE
"
3935,"
Good
"
3936,"
GPS connection lost everytime at travel. Map location also shown very slow. Battery also not good.
"
3937,"
Hearing issue and camera quality not upto the mark
"
3938,"
Back frosted glass Looks and Spec wise phone is great. Actual Product is ok at the price. Display is a bit on darker side looks slight greyish. I also have used  an samsung m21 and m31 and would say samsung scores heavily with display quality of similat specs. Afterall display is what we all see and use through and the difference is clearly visible. Will prefer and recommend to blindly go for samsung. Overall Redmi disappoints this time.
"
3939,"
Front Camera is extremely poor, never expected such a waste camera from Xiaomi. My Redmi Note 5 Pro n Techno Spark 7T captures better pictures than this. Google dialer freezes a lot while dialing numbers, it is not 100% optimized with device. I replaced the device but still no improvement. MIUI Stock Call recording feature is gone, now it announces that ""Call is being recorded"", every time you record a call.Multimedia consumption, fast charging & performance is good and battery life is average.Advice: Don't buy this device if your main objective is Camera and better battery life.
"
3940,"
""BIG NO"" FOR THIS PRODUCT AND VENDOR1:) Once on call you wan't hear the voice properly.2:) Even the volume is not upto the mark.3:) Not worth the price and the specification except the storage which is a + here.4:) Feel cheated after 15 days post my purchase.5:) Quality of Speakers seems quiet faded and bad, regret my choice of this product.6:) Notifications always capture entire screen at every instant leading to inconvenience while doing or performing any thing on the screen.
"
3941,"
If you wish a best camera mobile don't choose this one. Not up to the mark. Don't know why this costly for poor camera features. To be honest I am not satisfied at all. Disappointed...
"
3942,"
Mein hostel mein rheta hoonToh mere ek dost ne kaha redmi ka phone leleIsh mein 10 minutes game khelta hoon phir phone par paani rakh ke ushe maggi bana kar khaake so jaa ta hoon nice feature from redmi , the only brand jisme phone mein portable heater hai 🔥
"
3943,
3944,"
Good
"
3945,"
I liked
"
3946,"
For gaming and business
"
3947,"
All the main features like screen quality , camera performance , finger print sensor , battery performance are great at this prise category.This is a light weight and looks premium in hand .
"
3948,"
The phone is decent at this price range. Realme is far better in comparison.To seller: Why there is no GST input with the order?
"
3949,"
Super products
"
3950,"
only pro is display in given price.facing faded LED torch within one month.battery is not as per given capacity.legs in screen lock opening.The bluetooth earbuds are having uniq problem.
"
3951,"
I didn't like this product as it is getting hang in white screen and sometimes it gets hang on black screen  🤦.
"
3952,"
Worth of moneyyyyy...
"
3953,"
Value for money
"
3954,"
Phone Is V good ,but hitting soon ....Other wise
"
3955,"
Good
"
3956,"
Don't purchase online. I got a defect phone. In the beginning it was nice. But after one month around, it is showing it's a mobile of repairing one. 🙃🙃. Automatically back and blinking screen.
"
3957,"
I got my mobile delivered yesterday.I bought it to gift to my dad on his birthday.I was expecting a good quality screen as they said it's AMOLED. But really disappointed.It's not even as normal LED screen.Camera quality is very poor.Selfie camera is horrible. Camera hangs a lot during captureBattery utilisation is too much with normal usageAnd I don't see that great charging with the given adaptor as said in the reviews and description.With no memory filling, the phone started hanging.not sure how it works in future.Overall, I'm disappointed with the phone
"
3958,"
Nice
"
3959,"
Battery backup is goodPerformance is betterDisplay goodCamera poorIn cal with loudspeaker ... Mobile back pack is vibratingLite heating issue
"
3960,"
The product is actually too awesome for gaming and other features are also good.Overall the mobile is a Excellent with reasonable price.
"
3961,"
fingerprint reader  good  an buttery  life so good
"
3962,"
Camera
"
3963,
3964,"
Battery is good. But when record video & video calling phone so heating.
"
3965,"
If you want a mobile without camera then only you can buy this mobile. Still, why should you waste money in redmi's mobile. This is my 1st redmi purchase and would be my last redmi too. Infinix and others are far far better in every terms.
"
3966,"
Very nice looking phone 📱
"
3967,"
Poor quality of glass over camera. No support from MI as the informations available with them do match with Amazon invoice.
"
3968,"
Redmi 10S मोबाइल फोन बहुत ही हैंग हो रहा है, वीडियो चलाने पर वीडियो प्ले नही होती, app ओपन नहीं होते और भी बहुत सी प्रॉब्लम को इस हैंडसेट के साथ फेस कर रहे हैं। आप सभी को में यही सुझाव दूंगा की इस सेट को ना खरीदें।
"
3969,"
Don't buy it..!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏Continuous use of the redmi note 10 sWill lead to headache and Sevier eye painBecause it's display is worse than any smart phones.It has amoled display but it's a budget amoled display very bad quality display.If you friend has this phone📱 please compare with any smartphone under 10000 rupees 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏Then only  you can understand the differenceIt's only weak point is it's displayDon't buy it 🙏🙏🙏🙏🙏🙏🙏please
"
3970,"
The screen goes all white and can't do anything during calls. If it's ivr then you can't press any options. Too difficult to use.
"
3971,"
The phone is fine but the price is a bit high, not even that much features
"
3972,"
Redmi  note 10s most attractive thing is 6.43 inches SuperAMOLED Display over there .With UFS 2.2 its data Storage process very well performing.But its Not for PUBG Lover i mean heavy duty  pubg player .Go for it for Day to day performances  & task
"
3973,"
The phone is good but in Miui 12.5 there are some bugs ,, which I expect will be sorted out in software update..
"
3974,"
Only rear camera is good, selfie is bad
"
3975,"
Mobile is not working properly.
"
3976,"
Display flicking
"
3977,"
battery is awesome smooth to use and camera quality is also superb
"
3978,"
The phone is good but not excellent..The camera is ok..it could have been better. Bought it for a good price of 13000 so it's ok..Not worth 15,000..If are thinking to buy think twice before buying.
"
3979,"




                    The media could not be loaded.
                



 Super❤ lookSuper battery🔋 lifeNice👍 color🎨 my phone📱 best quilt 💯
"
3980,"
Not bad that's good
"
3981,"
Improve Front camera for redmi device
"
3982,"
BEST smart phone , in this price range,
"
3983,"
Super
"
3984,"
camera quality need to improve
"
3985,"
Camra 4/5 desply 5/5 Batryi laif 4/5
"
3986,"
Dears, The mobile is handy but battery consumption to system app is more than other mobile. Installed alexa, it dried battery to 80percent in just 3 hrs. But charger works well. Amlod display is not upto the mark and consumes more battery. Sond effect without earphones is not so effective as expected. Other issue and pros will be shortly submitted.
"
3987,"
Please I am requested to Redmi, MI.Phone is very good But camera in the night is very disappointed. Please Resolve the Camera issue
"
3988,"
Good buy
"
3989,"
Camera quality is low
"
3990,"
Good
"
3991,"
I like note 10pro but unavailability of device and bank offer i choose this 10s  good replaced..
"
3992,"
On paper specs pe mt jana actual quality me bhut diffrence hai.Display :- esi amoled se acha ek achi lcd display hotiCamera :-7/10Dual speaker :- naam ke, awaj niche wale se hi ati haiInshort agr budget km hai to realme ka narzo 30 le loOr agr budget bda skte ho to redmi note 10 pro le lo wo best hai
"
3993,"
Good perfomance, value for money
"
3994,"
Good 👍
"
3995,"
Product is good. But delivery time with Amazon prime membership not worthy. Not  satisfied with delivery time. Amazon prime is such a lame.
"
3996,"
Sometimes it hangs. Otherwise good product.
"
3997,"
दाम के बराबर माल अछ्छा है
"
3998,"
Nice battery 🔋
"
3999,"
Camera is not good at all..
"
4000,"
I ordered this phone 1 year ago... Overll all it is an average phone and budget friendly but biggest issue is it's battery drainage... Camera quality is ok in this budget... YouTube is hanging after recent updates
"
4001,"
Pros:1. Good battery life.2. Good design.3. Amoled screen is truly good.Cons:1. After 10 months of usage, the apps are crashing quite often.2. Also the phone gets stuck sometimes.Overall, a nice purchase.
"
4002,"
Bahut accha phone hai muje bahut accha laga😊😊😊😊
"
4003,"
Nice
"
4004,"
Great
"
4005,"
Everything excellent except 12NM based processor and back of phone, which is polycarbonate and gets scratched easily, Don't use any hard case...Battery 4.5/5 considering 12NM G95 ProcessorCamera 4.3/5Charge speed-Good (Takes almost an Hour to complete charge)Display 4.6/5 Colour accuracy could have been better(brightness and everything else is superbbb)Looks 4.7/5 May vary for youResponsiveness 5/5Finger reader 6/5Gaming 3.7/5,Supports 60FPS BGMI default but I experienced major frame drops, IDK why, but other devices should perform well.Uninstall all bloatware via ADB to improve performance even further.Stay on MIUI 12.5, better than MIUI 13(As of now), switch to INDONASIA ROM from INDIA ROM for better results and for MIUI Dialer and Messaging Apps.Hope it help........
"
4006,"
Not much to complain about. The camera is a bit low in quality. Otherwise handles well. Decent.
"
4007,"
Memory, Camera, Phone Speed, Colour etc.I don't dislike anything till now of this phone. I have been using it for 1 year now.
"
4008,"
Good product with the best price.
"
4009,"
70-80 like
"
4010,"
I ordered this phone 1 year ago... Overll all it is an average phone and budget friendly but biggest issue is it's battery drainage... Camera quality is ok in this budget... YouTube is hanging after recent updates
"
4011,"
Pros:1. Good battery life.2. Good design.3. Amoled screen is truly good.Cons:1. After 10 months of usage, the apps are crashing quite often.2. Also the phone gets stuck sometimes.Overall, a nice purchase.
"
4012,"
Bahut accha phone hai muje bahut accha laga😊😊😊😊
"
4013,"
Nice
"
4014,"
Great
"
4015,"
Everything excellent except 12NM based processor and back of phone, which is polycarbonate and gets scratched easily, Don't use any hard case...Battery 4.5/5 considering 12NM G95 ProcessorCamera 4.3/5Charge speed-Good (Takes almost an Hour to complete charge)Display 4.6/5 Colour accuracy could have been better(brightness and everything else is superbbb)Looks 4.7/5 May vary for youResponsiveness 5/5Finger reader 6/5Gaming 3.7/5,Supports 60FPS BGMI default but I experienced major frame drops, IDK why, but other devices should perform well.Uninstall all bloatware via ADB to improve performance even further.Stay on MIUI 12.5, better than MIUI 13(As of now), switch to INDONASIA ROM from INDIA ROM for better results and for MIUI Dialer and Messaging Apps.Hope it help........
"
4016,"
Not much to complain about. The camera is a bit low in quality. Otherwise handles well. Decent.
"
4017,"
Memory, Camera, Phone Speed, Colour etc.I don't dislike anything till now of this phone. I have been using it for 1 year now.
"
4018,"
Good product with the best price.
"
4019,"
70-80 like
"
4020,"
Good quality
"
4021,"
I like the color
"
4022,"
Camera not up to the mark.
"
4023,"
Overall average good performance
"
4024,"
Good phone but heating when normal use for long time.
"
4025,"
I am using this phone for almost 9 months. It is good smartphone. I am using many apps but phone does not hang. It is very good for rough and tough use. However camera quality is not good that’s why one star less.Only disappointment for me is camera otherwise the phone is all rounder
"
4026,"
It's a year now using the Redmi 10s and seems like lt started giving up and app do not respond. I taught it was only with one app then other app also are behaving wierd. Sometimes get stuck and have to restart.
"
4027,"
Nice one
"
4028,"
Good quality products mi
"
4029,"
Not much of a phone camera buff so can't comment on the camera quality. It's decent enough for my purpose but not good enough for social media posting.Battery on stand by with minimal usage lasts quite long. I would charge it in the morning at 90%, and after 12 hours it would come down only to 80-85%. But if I use it heavily on phone calls, Netflix, Brave, Youtube, etc. then I may have to charge it after a few hours since the battery would come down to 20-30%. This is compensated by Fast charging which is really great. I would charge my phone for  give or take 30-40 minutes and it would be fully charged from 10-20% to 90-100.Fingerprint scanner works quite well. Saved me a lot from embarrassing pocket dialing people.Sound quality of the stereo is really good. Quite loud and doesn't crack on full volume.The earphone jack is on the bottom of the phone near the charging point. I find it quite impractical if I want to put the phone vertically but I also find it convenient if I have to charge my phone and use it at the same time with the headphones connected. It is also quite convenient for me to just slide the phone ""head"" first in and out of my pocket when listening to music.
"
4030,"
I'm using this mobile good experience for me
"
4031,"
Overall its a good device with good display, battery backup, camera. However, after couple of weeks of usage, I observed few issues:1. Display change its color (kind of night mode with yellow tint) at fixed time in evening and comes back to normal in the morning. Surprisingly, there is no option to enable/disable this feature. May be they will realise the bug and give option for user to configure according to choice.2. YouTube videos in the app as well as in the Chrome show flickering in the lower part of display. In chrome its more frequent.3. After 30-40 min of YouTube usage, app starts freezing videos. If we use frequent fast forward then it is freezing even in 15-20 mins. The only remedy to this is force close the app and open again.
"
4032,"
Second update complete mobile hang starting network okay but internet very bad
"
4033,"
This is excellent according to price and it good for students.
"
4034,"
Good phone, battery drain quickly. Avarage camara. Overall worth for the money
"
4035,"
This is a best budget gaming phone 😀
"
4036,"
Low quality processor
"
4037,"
I liked it battery performance, storage , RAM , screen , body , weight .. all round this is a average looking dream phone .. so satisfied with Mi brand .  But still sometimes it's get over heat .  And some of buttons started automatically sometime
"
4038,"
Hi.I've brought Redmi note 10s from Amazon 13 days before. Everything is fine expect the speaker of the phone. Issue is when I play songs there's an inturreption in between..Is there any way where I can exchange this one with another?I hope I'll get the response from Amazon team regarding this.
"
4039,"
I like amoled display ,look & design of mobile.Camera and fast charger is also good.But i am little disappoint from battery backup.
"
4040,"
It was awesome, really awesome display, awesome touch, awesome everything except, once you update to MIUI 13, you will start facing like 1000 issues. YouTube lags, dialer hangs when you receive call, WIFI dies and Touch will lag too. Just don't update MIUI 13
"
4041,"
Pros is only it's camera quality and huge storage in this range.Cons after using it for 9 months are:-Low battery lifeHeating up too much.Gets switch off automatically sometimes.After 9 months of usage it started getting hang.
"
4042,"
Very good mobile with enough memory and excellent battery and fast charging.. good to use.. but, camera is very poor, redmi compromised for camera in such a  poor way.. can't say any good thing to the camera..
"
4043,"
Good
"
4044,"
I got my order today.. the phone is nice but it heats alot charging.
"
4045,"
Product is good but i got defective product and want to return
"
4046,"
Brought it for my mom and I exchanged my old device for this. I liked the larger screen size, big battery life and the sound is awesome. Overall a worthy product for the price I paid.
"
4047,"
I am using it for almost 3-4 months. It's overall performance is upto the mark.BATTERY - FOR HEAVY GAMES LIKE FREE FIRE, IT HAS A BACKUP OF ALMOST 5 HOURS (100-20)%.  OTHERWISE , IT PROVIDES SCREEN TIME OF 8-9 HOURS.PROCESSOR - DECENT PERFORMAMCE IN PLAYING GAMES. OPTIMISED GAMING MODE.CAMERA - UNSATISFACTORY, NOT AS PER THE PRICE .DISPLAY - EXCELLENT WORK ON DISPLAY.NO LAG IN MOBILE WHEN USING SEVERAL APPS.
"
4048,"
Like
"
4049,"
Mobile is excellent , it would be a best option if you are a normal user, if a gamer check for better options, display is awesome and RAM management is decent, overal a worthy mobile to buy.
"
4050,"
helio g95 SoC gives u good performance in pubg (upto smooth 60fps n UHD 40fps) but the main problem is excessive heating and significant frame drops. i would recommend to buy a phone cooler like vero forza artic pro is best under budget. and play games in AC room or cool places.all mi phones have problems with updates. problems after mi13 update are gyro slow response, front camers freeze, youtube freeze and earph notification always appearing at notification shade. fingerprint sensor simetimes doesn't work properly.about updates, before u update the device pls wait for few weeks and check out reviews about updates whether its safe or not.
"
4051,"
Pros:1: Amoled display - I really like the display (coming from the realme narzo 30 pro which was an LCD display) I really like the black color which is really dark and actually black. On the narzo it becomes grey when your outdoora Or in the sunlight. Can't speak more on this cause this is my first AMOLED display that I'm using.2: Battery life(SOT): The phone with 100% charge, gives me a full day of usage. By end of the day I would be remaining with 56% (more of emails, calls, social media, music, YouTube and mordrate games). The highest screen on time I've got is more then 9hrs which is great!3: Build Quality:The device feels solid in your palm. It very think and light . Been using it without any case for more then a month now and no scratches on the ohone. The back is kind of a matte finish which leaves no fingerprints.4: Speaker: So apparently it has dual speakers, which is decent. Really loud when compared to most of the single module setup. It's very decent.Cons:1: Fast Charge: The 33w fast charge isn't fast. Which is a big disappointed for me coming from the narzo 30 pro which was super fast when compared to this, it was so convenient for me and my lifestyle which I don't get from the redmi 10s.2: The OS does feel glitchy at times when going from one app to another or certain notifications that are blank. Overall I feel they can fix these with updates but definitely not close to stock Android which is not the case in narzo 30 pro. Very leas bloatware compared to the 10s.3:Earpiece: I found this weird that i could hear more clear from behind the earpiece which is next to the camera. I found it hard to listen when on a call and I'd have to listen to the earpiece from the extreme top which is a werid position to speak in.Camera: It did not meet my expectations... For this price point you can't expect much. It does the job in certain areas like indoors but with light. It's not clear when you take a picture with less light. Outdoors it kind of over saturates the images and it's just not perfect but does the job in a very decent way.
"
4052,"
Budget friendly mobile and having very nice features in very low cost. Always very good mobile for use and smooth operating system.
"
4053,"
Best phone in budget range
"
4054,"
Vg
"
4055,"
Nice
"
4056,"
Over all this mobile is really good . The only problem i had to face is the speakers , they sometimes Off but yeah overall its value for money .
"
4057,"
Mobile version and Parfomans good
"
4058,"
Camera & Ram management and MI UI is poor .Gaming is so good this phone, Display decent,
"
4059,"
MI camera quality is going down
"
4060,"
Battery life and processor was goodAnd best for mobile gamer
"
4061,"
Nice one. I love it
"
4062,"
Thik thak h , Lakin ye heat hone lagta h Jaldi se .
"
4063,
4064,"
Good product
"
4065,"
Good for Gaming at low price
"
4066,"
Writing this after using for 4 months:-The handset is good and if u want to be in budget friendly then u can go for itPros:-Battery lifeAmoled display (impressed with it)Built qualityCons:-camera quality both fornt and back can be better in this budget segment (not as good as claimed in the discription)Overall it's a nice mobile. if camera is not a prior concern then go for it. Best for entertainment and gaming
"
4067,"
Camera is very bad
"
4068,"
the phone has some serious power and the screen quality is awsem the MOLEDscreen is just great
"
4069,"
Best product
"
4070,"
Screen qualitt is amazing.Fast charger received, but working like normal charger.I ordered 8gb ram but slower than my previous redmi y2 is the best than thisHanging up again and againI m not satisfied but didnt return. This is the fact. What i received is finally not a speed gadget as told in description.
"
4071,"
So far good. Good for its value
"
4072,"
A good budget phone, I have not seen any issues in a year of usage.
"
4073,"
Best product get .. camera quality is good ✌️
"
4074,"
Exactly a day before my warranty gets over, my phone got dead. So I took to the nearest service center. They have found it a resale product. And the warranty got over three months back by checking..Beware of these SellersI have registered a complaint now
"
4075,"
Display brightness low light blinking
"
4076,"
Awesome
"
4077,"
Good
"
4078,"
inf rad device not support on Samsung A/c,so that using another app get from google play store.camera good quality.
"
4079,"
Good phone in this range.. except camera quality all things are just okay.. with this budget you should go for ut👍
"
4080,"
I like the product
"
4081,"
Good product
"
4082,"
Normal use.
"
4083,"
Great phone for the price. Good display, battery life, build, decent stereo speaker but avg. camera, good for the price tho...After disabling adds and removing bloatware, the phone is really good.
"
4084,"
Screen quality and sound quality are very good. Camera is okay, cant expect much for this price range. The interface is pretty smooth. No issues with the battery, with heavy usage we can get it till the end of day.  Overall its a good.
"
4085,"




                    The media could not be loaded.
                



 Nice 🙂
"
4086,"
I like its taste and very smooth for teeth. Its really helpful to clean teeth.
"
4087,"
Camera quality thik thak h to itni achi nhi h jitni company bta rhi h.Battery life good.After Android update phone apps legging.Don't update Android after purshasing mobile
"
4088,"
Bad functionality & hence gave it a 3 star rating for the following reasons..1. Password lockscreen is too compact for the digits to be entered everytime. Attempting 4 times everytime, lol2. When it is sunny difficult to read the screen3. Even Samsung camera is all too good when compared to pictures shot with this4. Ph app updates sometimes clash with earlier versions for eg., clock. Don't know if android should be blamed or the Redmi ph updates 🤥 Hence i guess i had to make do with this for the cost @16000
"
4089,"
Camera performance is just average because the reason isCamera is suddenly stopped when I click 10 or 15 minutesIts saw the device is too hotThat's why the device is very badAnd the second reason is youtube is suddenly strucked because i am watching the video with in five minutes atomatically.
"
4090,"
Good product 👍
"
4091,"
Battery backup poor
"
4092,"
Was worries at first by reading negative revieww but now fully satisfied with the purchase, camera is not upto mark as a 64mp quad camera sometimes pics are too blur while using snapchat specially, performance is upto mark till now cant say about future, battery is also good,Point is u can buy this phone according to seeing the price and the features , it is a good phone🤔
"
4093,"
Okay, Redmi note 10s is overall a good phone.  For people who needs a budget phone this is a good option.The manufacturing month of the phone is December 2021When I first turned on the phone , it seemed a bit slow.. After the initial set up and setting up google account, the UI stopped working. Got stuck for 1 minute literally..black screen.  Then I restarted it and updated the phone to MIUI 12.5.11 Stable. After that the phone is running smoothly. No lag. Nothing.You can uninstall several mi apps, otherwise you  need adb bloatware removal app. You can find videos on how to remove bloatwares in xiaomi phones in YouTube.Camera is good in this price range . I am not a photo Or selfie guy. It works for me.G95 processor  and its gpu is very good for gaming in medium settings.  I have played Call of duty mobile in medium settings and there was no noticeable drop in frame rates in multiplayer and BR. It was smooth.Wifi bluetooth and Proximity sensor are also working fine. No Issues.Brightness in outdoor is okayish.Overall the phone is fast after the update.The problems I found is1. YouTube videos are over contrasted and sharpened a bit. Watching YouTube videos suck in note 10s. When I looked for an answer, some one said in YouTube that it has to do with the g95 processor. I hope it will get resolved in next update. Videos on Amazon Prime and Netflix are fine.2. The screen flickered a lot. You can only observe it when you are in a dark room.It can be solved by going to developer options and disabling HW overlays. I will attach the screenshot.3. The display is not Super amoled as advertised in amazon. Just Amoled display. (Not a big problem)Overall the phone is pretty good. It has a good battery backup.I would suggest buying this phone for use as a secondary device .Not as a daily driver for watching videos and all.  It's a budget Smart phone.  G95 is an old chip. But a capable one.
"
4094,"
Battery is really good. I love my phone.
"
4095,"
Writing after 8 months of usage.Camera- very goodSpearker- good, better if had some more speaker effectBattery- in standby /talking normally battery stays for 2 days. Heavy YouTube usage for 6-7 hrs, battery comes for day. 10 to 60% it takes 35mins to charge, full charge takes approx 45min,Processing speed good.Overall phone is good with no heating effect. Bought 13499Rs with 10% discount in Amazon greatsale in jan22
"
4096,"
Good phone in budget
"
4097,"
YouTube video freezing problem
"
4098,"
Phone hangs quite a lot ,even in you tube
"
4099,"
Hi
"
4100,"
After using 7 months I am writing here,any negative I couldn't find.Camera, performance, display, battery backup everything is fine.Definitely you can go for it.
"
4101,"
Best
"
4102,"
Nice phone
"
4103,"
Nice
"
4104,"
Nice
"
4105,"
Nice
"
4106,"
Not bad product this price
"
4107,"
The Android 12 updation is the worst updation it crashes ever apps and freezes
"
4108,"
Headset light and smooth working rear camera also good but front camera low  picture quality  compare to other redmi mobile at this price range. Design is to good, display work properly, on an average good mobile. Like it
"
4109,"
display,performane,charging speed are good
"
4110,"
Camera quality is cheaper than vivo
"
4111,"
I will say no if you all looking for gaming phone, I used it for 15day. 200% no because applications also not working according. about the cam no use .
"
4112,"
Nice one
"
4113,"
Camera quality not that good but ok.
"
4114,"
Product delivered on time and phone working fine. Good deal from Amazon.
"
4115,"
The Redmi Note 10S is a slightly more powerful version of the Redmi Note 10. The Redmi Note 10S is a relatively slim smartphone, measuring 8.29mm, and it weighs 179g. The polycarbonate back is curved along the sides which makes it comfortable to hold.It has a 64-megapixel primary camera,6.43-inch AMOLED display with Corning Gorilla Glass 3,stereo speakers with a speaker each on the top and bottom,An IR emitter, USB Type-C port and 3.5mm headphone jack,IP53 dust and water resistance,a rubber flange around the SIM tray to help prevent water from entering the device.Battery 5,000 mAh, a 33W charger in the box.The Redmi Note 10S packs in a more powerful MediaTek Helio G95 processor than the Qualcomm Snapdragon 678 in the Redmi Note 10. This processor is paired with 6GB of LPDDR4X RAM, 64/128 Gb UFS 2.2 storage.an AMOLED display with a full-HD+ resolution and a peak brightness of 1100 nits.The Redmi Note 10S supports Bluetooth 5, dual-band Wi-Fi, VoLTE, and VoWiFi. It is a dual-SIM device and can use two Nano-SIMs. Android 11
"
4116,"
I like everything about the phone even camera is good...👍
"
4117,
4118,"
Everything is very good
"
4119,"
Mobaile bill nhi aya
"
4120,"
Camera Quality is very poor,Battery is not more than 6 hours after 3 months,Hanging after software upgradeGood Screen quality
"
4121,"
Superb quality products so very very good quality sound
"
4122,"
3 month me kharab ho Gaya phone ye
"
4123,
4124,"
This is a review of the shadow black 6GB, 128 GB model after moderately using it for 2 days...The Pros:-1. RF signal receptor: Definitely good and better than my Samsung F41, M30 as it always showed less signal bars for both VI and airtel connections at my home whereas Redmi 10S shows full signal bars. It also shows at the time of calling and browsing as the better network quality gives hd vocie clarity keeping VOLTE mode on and good mobile data speed.2. Wifi receptor:- Good again and beter than my previously used F41, M30 and Vivo Z1x as these had fluctuating signal strength shown from the wifi routers kept at a distance of 15m, but not in the case of Redmi 10S. So thumbs up to that.3. Display:- Good AMOLED display with dot hole design of front camera, brightness and colour reproduction is good as you can expect from amoled display, no complain on this front as both online and offline videos gave good quality (checked on MX player, youtube, Sony liv, Hot star)4. Sound on Stereo speakers:- This one is definitely above most of the other phones of this price segment as it got dual stereo speakers, the loudness and stereo effect is evident while playing video without headphones.5. Fingerprint Sensor : Quite good and seamlessly worked for me without even pressing the power button, I mean you can only touch the button to unlock the mobile with registered finger.6. Camera : Back and Front cameras briefly tested and found OK, I am occassional user of mobile camera so did not emphasise on it's use, however the photo clarity was good in daylight and in indoor condition as per me.7. Gaming: Quite regular with the mobile PES and that game demands resources while playing against online opponent. This mobile runs the game smoothly as expected and did not lag. However I did not use any heavier action game to check the capability of the processor..Battery Life: - What you can expect from a 5000 mAH battery. It runs for the day with good usage, that is all I needed.Cons:-1. Heating Issue: I found this mobile to be hot in the top side area beside camera assembly if I run a game or some video for some time. The heat is not too much but quite annoying to feel.2. Sound with headphones:- I found the sound though headphones (Sony) to be not much loud, the same headphone gave me better result on Vivo Z1x.3. AOD:- This one is definitely the worse I have ever seen! Always On Display is quite old feature now, have never seen any issue in my Samsung or Vivo mobiles, but this AOD on Redmi 10S never wants to stay on! It just shows for 10 seconds and then automatically turns off, This must be a software bug and can be fixed by MI in next software update I believe...Overall I am happy with the handset as it looks and feels good to hold and has all the good features you expect from a medium segment phone in the market.
"
4125,"
It is very comfortable to use. It has a loud speaker and everthing else is fineBut it has problem, after a 10 minutes of gaming the phone startes to heat up
"
4126,"
Best product with this budget range 👍
"
4127,"
Awesome
"
4128,"
Better for normal usage
"
4129,"
Nice feature and look, display is awesome and fast process
"
4130,"
Good
"
4131,"
Touch is very hard not smooth.Camera very poor quality.Some problems in be calling.Touch is not perfect.Some times suddenly hung in mobile.Totally worste mobile mi note 10s.
"
4132,"
In 2022 on that price range this product provided better value from other options
"
4133,"
Worst product, do not buy this
"
4134,"
Good
"
4135,"
avrg.
"
4136,"
While this is an excellent value for money product, one thing every buyer should keep in mind the marketing gimmicks which phone companies do.My wife is using 2.5 years old Note 8 pro. It is going awesome. This phone (Note 10s) is just a slight upgrade over that phone. These companies do not launch new models. They just rebrand the old ones like old wine in new bottle and sell it to us. There is no difference in performance over its 2.5 years old counterpart.
"
4137,"
Fast charging is good, fingerprint reader is good,Battery life is okay, at times it hangs and got heaten upBut I bought it in 12k so it's fine for me
"
4138,"
I like that product
"
4139,"
The phone was hyped so much during launch. It is similar to ordinary mi phones. If you are searching a gaming phone, don't go for this.. After heavy gaming uses the phone will start lagging in normal operations also. The phone us having issues during software updates. My phone started rebooting during software update and i had to wipe all data to make the phone working. Lost all my data.. The camera is normal similar to other phone camera. There is nothing like 64mp. The photos are ordinary.Average phone..
"
4140,"
Everything is good but camera quality is poor and device has heating issues. But it's okay for the price. Got it for 11499 with bank offers
"
4141,"
Super
"
4142,"
Nice mobile but camera is very low quality
"
4143,"
The phone is good for normal daily use
"
4144,"
The back camera is good but the front camera is not good. The photos were blurry. Not satisfied with the front camera.
"
4145,"
Not that Good Hangs a lot
"
4146,"
Lets Talk About Redmi 10s Little Deeply I although Know About this device but Not Properly Frst I dont know About That Video Extra Sharpness So Make Sure u r buying this Smartphone Which Has Problem With Utube videos Either Netflix Prime etc When it comes to below 720 it looks Really rubbish But in 1080p Ee Can Say Ok ok Not that Great Amoled display works Fine But Video Got extra Sharpen N also Idk Whts wrong with its camera front cam Really sucks Either idk How to operate cz Its My secondry phone I am Ios User Miui is Good fon is Good In use Vibration Haptics Are excellent Display N stereo Speakers Are good not that Too bassy But yeah Preety good n loud When volume is more than 75% in Case Of Games Amm Literally K posting this In April End So In summer in Case Of Gaming Naa U Cant Play games cz it Heats up alot Play In Ac room AtleastMain Problem Is The Display Over sharpness In VideoAnd Lil Bit problems Are Heating in Gaming N front cam Sucks Rear is Ok ok
"
4147,"
Battery back up is not good camera is not good.
"
4148,"
Good
"
4149,"
Ok
"
4150,"
Recently purchased the product with in 6months having lot of issues with the product went to service centre first one they said receiver issue they said they replaced it having same issue went to another service centre they said issue with microphone and they replaced we still having the same issue (Voice) we need replacement as the product is with in the 1year period
"
4151,"
Value For money as compare to Note 11 series
"
4152,"
Good performance for the price
"
